"id","platform","original_link","post_time","title","view_count","like_count","price","images","description","category","status","seller_location","expiration_date","market_price","capacity","parking","options","check_in_out_time","shipping_fee","transaction_location","transaction_method"
"","번개장터","https://www.번개장터.com/items/","2024-09-29 22:49:54.759650","드래곤시티 노보텔(머큐어) 용산 호텔 레스토랑&바 이용권 식사권 숙박권X","1249","12","750000","https://media.bunjang.co.kr/product/220578418_{cnt}_1727065027_w{res}.jpg","100만원권 일괄거래합니다.
(5만원권 ×20장)
유효기간 25년 4월

킹스베케에션, 스파이&파티룸, 더리본, 운카이, FEI, 카바나시티, 메가바이트, 푸드익스체인지, 알라메종와인앤다인(델리), 인스타일 등
드래곤시티 내 모든 식음업장에서 이용 가능합니다.
주류, 식사, 코스 등 모든 레스토랑 결제에 이용가능합니다.

일괄거래로 저렴하게 올립니다. 네고불가입니다.

직거래 서울역 주변에서 가능합니다
쿨거래 하실분만 문자주세요","외식","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 22:49:54.759657","케이크&와인&커피 교환권 드래곤시티(노보텔,머큐어)용산 호텔(숙박권아님)","962","25","5000","https://media.bunjang.co.kr/product/227578182_{cnt}_1722748401_w{res}.jpg","용산 드래곤시티 호텔

와인 교환권 1장 - 1.5만원(2장 이상 거래)
케이크 교환권 1장 - 3.8만원(2장 이상 거래)
와인2장&케이크2장 - 10만원
알라메종델리에서 교환가능(케잌은 이틀전 주문 필수)

메가바이트 커피교환권 1장 - 5천원(2장 이상 거래)

쿨거래하실분만 문자주세요","외식","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759664","워커힐 호텔숙박권","20","1","550000","https://media.bunjang.co.kr/product/291613873_{cnt}_1727577525_w{res}.jpg","그랜드 워커힐 
비스타 호텔 두곳 다 사용가능 한 2박 숙박권 입니다
12월24,25,31일 제외한 모든 날짜에 예약 가능해요","여행/숙박/렌트","SELLING","강남구 삼성1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759676","부산 불꽃축제 숙소 광안리 w호텔 11/9-11/10","46","1","650000","https://media.bunjang.co.kr/product/291548815_{cnt}_1727527837_w{res}.jpg","부산 불꽃축제 당일 숙소 양도합니다
광안리 위치한 w호텔이며 오션뷰입니다
동영상은 지난 새해때 해당 숙소에서 직접 찍은 영상이며, 보시다시피 광안대교가 매우 잘 보이는 위치입니다
예약한 금액으로 양도합니다","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759682","강릉 세인트존스 호텔","104","4","180000","https://media.bunjang.co.kr/product/288674928_{cnt}_1725945253_w{res}.jpg","9.3-12.30
투숙금지기간: 9/14-9/17,10/3-10/5,10/12,12/24
객실 슈페리어 더블(퀸),헐리우드 트윈(싱글)
조식2인+수영장2인 포함!!!

원하시는 날짜 예약하시면 됩니다","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759688","강릉 탑스텐호텔 VIP 바우처","62","2","360000","https://media.bunjang.co.kr/product/283700751_{cnt}_1727166402_w{res}.jpg","디럭스 더블룸 1박+조식+디너+아쿠아파크 2인
룸 평균 20만원대
조식 63,000
디너 153,000
아쿠아파크 40,000
2인 투숙객 할인가 기준입니다

작년에 갔을때 와인제공되었는데 이건 확인해보셔야할거같아요!
입금해주시면 바코드 번호 보내드립니다
먼저 전화예약하시고 실물 바우처는 우편이나 등기로 보내드립니다!","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759695","신라호텔 S멤버십 카드 대여","127","4","15000","https://media.bunjang.co.kr/product/272094442_{cnt}_1727502596_w{res}.jpg","식사액 할인 적용 후 70만원 이상이신 경우
신라호텔 S멤버십 대여 해드립니다.

이용법: 결제시 멤버십 카드 제시

****최근 예약 후 일방적 거래파기가 많아(1달 사이 5-6건)
예약금 조로 미리 1.5만원 받도록 하겠습니다.
예약하시는 순간 다른 분들 예약문의를 거절하게 되기 때문에 약속을 지켜주셔야 합니다.


계산 시 카드실물 제시하시면 되고, 인원수에 따라 할인율이 달라집니다. 
(더파크뷰, 팔선, 라연, 아리아께, 콘티넨탈 등)

인원별 할인율은 아래 링크 확인바랍니다.
https://www.shilla.net/seoul/mbsh/shillaS/viewShillaSMain.do

* 대여 일정 : 상의 하에 조정
* 대여 비용 : 1회 사용 시 1.5만원 (+보증금 3.5만원, 분실/ 
   재발급비용) 총 5만원 
  - 포인트적립 확인 후 보증금 3.5만원 돌려드림
  - 사전고지 및 승낙 없이 혜택 사용 불가**
  



* 제 번호로 “”“식음료 및 ***숙박”“”
   신라리워즈 적립 조건이며, 
   미적립시에는 대여료 5만원입니다.

**상품권이나 바우처 사용시 사전에
미리 알려주시지 않으면 대여료 3.5만원 추가. 보증금 환불없음**

* 대여 후 미사용시에도 대여료 환불 불가합니다.

* 직거래 및 반납 장소 : 
강남역, 신논현역, 강남구청역, 선릉역, 어린이대공원역, 동대입구역 및 신라호텔

**경우에 따라서는 사용 직후 반납을 부탁드릴 수도 있으니 양해부탁드립니다!!**","외식","SELLING","강남구 일원본동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759701","호텔 베르누이 서울 양도합니다!","144","1","220000","https://media.bunjang.co.kr/product/283537010_{cnt}_1723078756_w{res}.jpg","🍀고척돔 10분거리 호텔
🍀2명가능
🍀원가보다 에눌가능
🍀콘서트있으면 너무 좋은 곳","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759709","해비치호텔 숙박권 조식 포함 상품권 숙박권","128","1","380000","https://media.bunjang.co.kr/product/279549828_{cnt}_1726554403_w{res}.jpg","추석연휴나 연말 추천합니다 
해비치호텔 수페리어 객실 1박
(섬모라 2인 조식 1회) 
[사용제한일 : 7.16~ 8.20]

24년 12월 말까지 ( 29,30,31 X","여행/숙박/렌트","SELLING","분당구 삼평동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759715","(구매) 몬스터 호텔 아트북 1,2","20","0","20000","https://media.bunjang.co.kr/product/284966224_{cnt}_1723875362_w{res}.jpg","각각 2만원에 구합니다","예술/디자인","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759722","제주 아루미호텔 협재 (테라스 더블)/ 애월 10월3-4일","4","0","45000","https://media.bunjang.co.kr/product/291585018_{cnt}_1727544770_w{res}.jpg","여행 변경이 있어 아루미호텔 양도합니다.
테라스 더블 룸 입니다.
자세한 룸 컨디션은 호텔 사이트 참조 부탁드려요.","여행/숙박/렌트","SELLING","마포구 공덕동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759728","인천 네스트호텔 5성급 스위트 숙박권","62","2","350000","https://media.bunjang.co.kr/product/291003003_{cnt}_1727239603_w{res}.jpg","인천 네스트 호텔 5성급 파노라마 스위트 숙박권 판매합니다.
사용기간은 2025년 5월 26일까지구여
제외기간은 사진 참고하시구여. 
정가 야놀자 여기어때 기준 770,000원 입니다.
50%넘게 할인된 가격으로 판매합니다.","여행/숙박/렌트","SELLING","동구 용전동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759734","부산 라발스 호텔 주말가능 조식포함","392","14","163000","https://media.bunjang.co.kr/product/279300946_{cnt}_1720855990_w{res}.jpg","제외기간 확인해주세요

7월23일부터8월8일은 여름 성수기가 사용불가","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759740","이천 호텔 더 클래스 숙박및 조식2인","364","5","70000","https://media.bunjang.co.kr/product/283667486_{cnt}_1723449570_w{res}.jpg","이천 중리동에 있는 호텔 더 클래스
1일(주말가능) 숙박(2인조식포함)
판매합니다.
근처에 이천 아울렛 및 테르메덴 워터파크
가깝습니다.
많은 관심 바랍니다.~","여행/숙박/렌트","SELLING","서구 아라동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759747","스타벅스 컴포터(파트너 우수 조선호텔 클래식 조이풀","325","4","30000","https://media.bunjang.co.kr/product/206470970_{cnt}_1671008899_w{res}.jpg","스타벅스 클래식 컴포터(파트너 복리용)
미개봉 새제품 개당 50,000원 3개 가능

스타벅스 스페셜 컴포터(조선호텔)
미개봉 새제품 개당 40,000원 6개 가능

스타벅스 크리에이티브 컴포터(우수회원 전용)
미개봉 새제품 개당 40,000원 6개 가능

스타벅스 클래식 컴포터(판매용)
미개봉 새제품 개당 35,000원 2개 가능

스타벅스 조이풀 컴포터(증정용)
미개봉 새제품 30,000원 1개 가능

gs25반값택배 2,000원 추가
일반택배 4,000원 추가
(일하는중 이어서 답장 늦어요)","여행/취미/레저/건강","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759754","나는 호텔을 여행한다 (에세이 인문 책)","25","3","7000","https://media.bunjang.co.kr/product/227033798_{cnt}_1690948268_w{res}.jpg","4군데 정도 형광펜표시 외 상태 깔끔한 편입니다

gs반택/일반택배 가능


교환환불불가



상점에 다른 책도 둘러보고 가세요","여행/취미/레저/건강","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759760","호텔 숙박권 떨이로 던지실 거 사요!!","534","0","50000","https://media.bunjang.co.kr/product/261954528_{cnt}_1714535956_w{res}.jpg","취소 불가로 예약했는데 갑자기 일정이 안 되셔서 돈만 날리게 생기셨다구요??ㅠㅠ
그러면 차라리 조금이라도 받고 던지세요!!
제가 호캉스를 좋아하는데 갑작스럽게 떠나는 것도 좋아합니다 ㅎㅎ
문의 주시면 저도 일정 확인하고 수락여부 알려드릴게요!","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759768","더숨포레스트호텔 빌라테라스 숙박권 팝니다.","60","3","360000","https://media.bunjang.co.kr/product/288971966_{cnt}_1726066404_w{res}.jpg","더숨포레스트호텔 빌라 테라스 숙박권 팝니다.
여러장 있어 한 장 판매 합니다.

기본5명인데  3명 추가 할인적용해서 무료로
8명까지 가능합니다!

방2개, 화장실2개, 거실 있는 20평대 객실이구요!
개별 테라스도 있어, 식사 하시거나 바베큐 사전예약 하시면 개별 테라스에서 바베큐 진행 가능하세요.

주말요금 기준 563,000 원인데, 할인가 36만원에 판매하구요-! 올해 연말까지 주중/주말 관계없이 사용 가능하십니다. 올해 연말 가족끼리 특별한 시간 보내셔도 좋을 것 같아요! 

구매 하시면, 숙박권 넘겨드리거나 숙박권 받기 귀찮으시면 대신 예약 잡아드려요!","여행/숙박/렌트","RESERVED","관악구 난곡동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759773","10월 한화리조트 양양 브리드호텔 양도합니다","72","0","180000","https://media.bunjang.co.kr/product/288584349_{cnt}_1727521468_w{res}.jpg","한화리조트 양양 브리드 호텔​ 오션뷰
인구해변. 죽도해변 

 10월 월요일~목요일(공휴일제외)
레이드백 스몰오션뷰 4인
180.000원

10월 3일4일
라이즈업 스몰 4인 2박 690.000원
4일5일
라이즈업 스몰 4인 2박 690.000원

사우나무료
예약번호 받으신후 입금해주시면됩니다​
.8953.2319","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759780","주말숙박)드래곤시티 노보텔 앰배서더 용산 호텔 숙박권","4863","117","210000","https://media.bunjang.co.kr/product/218995733_{cnt}_1727523806_w{res}.jpg","선입금없이 예약해드리고 지류권 직거래 선호합니다.
(10/5, 12/24,31불가)
이용일자와 객실타입(번호) 확정하셔서 문자 부탁드려요.
모든 객실 최대투숙 성인2+자녀2(더블/킹 or 트윈베드)
모든 객실 실내수영장, 헬스장 무료
*스위트 객실 사우나 무료*

지류권(유효기간 24년 11월) - 날짜변경 가능(1박당 가격)

1) 이비스 슈페리어 - 21만(마감)

2) 노보텔 슈페리어 - 24만

3) 노보텔 주니어스위트 - 29만

4) 노보텔 디럭스스위트 - 46만(거실O, 욕조O, TV2대)
프리미어라운지(조식뷔페, 티타임, 칵테일아워) 2인 포함
*티타임 - 음료&쿠키
*칵테일아워 - 세미뷔페&각종 주류 무제한

☆ 홀케이크(이틀전 주문 필수)+와인1병 - 5만 제공 ☆
☆ 커피 2인 쿠폰 - 1만 제공 ☆
☆ 디너 예약시 20%할인 제공 ☆","여행/숙박/렌트","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759786","조식 케이크 포함 그랜드인터컨티넨탈 서울 파르나스 호텔 숙박권 /","90","3","600000","https://media.bunjang.co.kr/product/279550049_{cnt}_1720966375_w{res}.jpg","그랜드 키친 조식을 포함한 
주니어 스위트' 2인 1박
그랜드 델리' 시그니처 케이크포함 

12월 24,25,31 ,1월1일 제외하고는 다 사용가능합니다 

(발행일 2022년 12월 -> 유효기간 5년 -> 27년 12월 )","여행/숙박/렌트","SELLING","분당구 삼평동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759793","용산 푸드익스체인지 식사권(숙박권 별도)드래곤시티 노보텔 호텔","1099","33","100000","https://media.bunjang.co.kr/product/237229536_{cnt}_1721989698_w{res}.jpg","후불제 또는 식사권 직거래입니다.
단체 식사 가능

1. 용산 푸드익스체인지 주중 디너 1인 - 10만
(정상가 성인 1인 13.5만원)

2. 용산 푸드익스체인지 주말 런치, 디너 1인 - 11.5만원
(정상가 성인 1인 15만원)

서울 직거래 가능","외식","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759799","코트야드 영등포 타임스퀘어 호텔 숙박권/라운지&모모카페 조식포함","1099","30","280000","https://media.bunjang.co.kr/product/228046828_{cnt}_1721050333_w{res}.jpg","토요일 가능(12/31 불가)
고층 프리미어룸
모모카페 조식 2인 포함
15층 라운지 출입가능(커피 등 각종 음료, 다과 상시이용)","여행/숙박/렌트","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759807","10/12,19 주말 가능)노보텔 용산 호텔 숙박권 서울드래곤시티","2141","61","240000","https://media.bunjang.co.kr/product/245262137_{cnt}_1727523897_w{res}.jpg","선입금없이 예약해드립니다. 날짜변경 가능(1박당 가격)
(10월 5일 불가)

☆ 홀케이크(이틀전 주문 필수) - 4만 제공 ☆
☆ 레드와인 1병(750ml) - 1.5만 제공 ☆
☆ 커피 2인 쿠폰(테이크아웃) - 1만 제공 ☆

이용일자와 객실타입(번호) 확정하셔서 문자 부탁드려요.
모든 객실 최대투숙 성인2+자녀2(더블/킹 or 트윈베드)
모든 객실 실내수영장, 헬스장 무료
*스위트 객실 사우나 무료*

1) 노보텔 슈페리어 - 24만 (조식별도)

2) 노보텔 주니어스위트 - 29만 (조식별도)

3) 노보텔 디럭스스위트 - 46만 (거실O, 욕조O, TV2대)
프리미어라운지(조식뷔페, 티타임, 칵테일아워) 2인 포함
*티타임 - 음료&쿠키
*칵테일아워 - 세미뷔페&각종 주류 무제한","여행/숙박/렌트","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759814","롯데호텔 트레비클럽 멤버십 다이닝 (유효기간 2025년 6월)","97","1","120000","https://media.bunjang.co.kr/product/271382240_{cnt}_1724929824_w{res}.jpg","롯데호텔 트레비클럽 멤버십 다이닝 (유효기간 2025년 6월)

아래 특전을 2025년 6월까지 이용하실 수 있습니다. (다이닝 식사권 및 바우처는 사용되었습니다)

#식음특전 : 라세느 등 레스토랑 20%~10% 할인, 베이커리 20% 할인 등
#객실특전 : 롯데호텔 국내 전지점 20% 할인 등
#부대시설 특전
#롯데호텔 리조트 발레파킹 이용권 1매

우체국 등기로 발송하여 드립니다.","외식","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759820","10/3,10/12 체크인 1박 강릉 스카이베이 경포호텔 이그제","21","1","258000","https://media.bunjang.co.kr/product/290964567_{cnt}_1727496421_w{res}.jpg","[1박당 숙박권only 양도가격입니다.]
- 이그제티브 트윈 바다전망 고층 

20층피트니스포함

- 싱글침대1, 더블침대1
(침대감안하셔서 인원생각하셔야 합니다.)​
(전망구분없이 올라오는 객실들은 바다못보는 전망입니다. 가격차가 큽니다.)

- 원하시면, 본인 성함으로 체크인되도록 등록해드립니다.
(제 이름으로 예약완료된 건을 양도해드리는 겁니다.)

- 문자보단 전화주시면, 예약내용 설명이 쉽겠네요

- 거래내역 확인으로, 안심되시는 분만 연락주세요

- 해당일 이그제티브 트윈 바다전망 최저가랑 금액 비교하시면 결정에 도움되실 듯 합니다","여행/숙박/렌트","SELLING","동안구 호계2동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759826","서울드래곤시티(노보텔 용산 호텔) 운카이,페이(FEI) 2인코스,숙박권","1504","11","70000","https://media.bunjang.co.kr/product/235890568_{cnt}_1705149101_w{res}.jpg","서울드래곤시티내 모든 레스토랑에서 이용가능
레스토랑 2인 전용 50%할인 이용권(food only)
(12/24,25,31이용불가)

2인 이용시 주류를 제외한 총 금액에서 50%할인
(최대15만원 할인)

예를들어

푸드익스체인지 주말 런치, 디너 2인 : 총 이용가 22만원
정상가 30만원 -> 50% 할인 후 15만결제
(바우처 가격 7만원 제외후 실제 8만원 할인)

운카이 코스/ 페이 15만원 코스 2인 : 총 이용가 22만원
정상가 30만원 -> 50% 할인 후 15만결제
(바우처 가격 7만원 제외후 실제 8만원 할인)","외식","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759833","제주도 해일리 풀앤스파 호텔 주말 1일 숙박 이용권","14","0","230000","https://media.bunjang.co.kr/product/290946447_{cnt}_1727189929_w{res}.jpg","제주도 해일리 풀앤스파 호텔 주말 1일 숙박 이용권

동반인원 2인, 
토-일 주말 숙박 기준으로 날짜 상관없이 
예약 가능하시며, 
구매 전 반드시 이용 날짜 문의 부탁드립니다

숙소 기준은 이미지와 같이 발코니 해일리 스파 & 풀 빌라 스텐다드 중에서 선택하여 이용 가능하시며

기존 금액보다 저렴하게 판매 중입니다

쿨거래 원합니다.
제가 사용해도되는거라 급하지않아서 이하 네고는 어렵습니다.

자세한 이미지는 여기어때에서 확인 부탁드립니다.!","여행/숙박/렌트","SELLING","중랑구 신내1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759838","베니키아 칼튼 호텔 오사카 도톤보리 2박(10월 6일~10월8일) 양도합","38","0","90000","https://media.bunjang.co.kr/product/290486868_{cnt}_1727416562_w{res}.jpg","10월 6일 ~ 10월 8일 2박입니다!
도톤보리 바로 앞에 있는 호텔이고 위치와 리뷰 좋습니다
14만원에 예약했고 다리를 갑자기 다쳐 일정이 변경되어 10만원에 양도합니다
저는 1인으로 예약했지만 싱글베드 2개짜리 룸이라 추가 요금 내고 1인 추가해도 좋은 룸입니다","여행/숙박/렌트","SELLING","은평구 수색동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759845","펴보기만한 새책 호텔경영과 관광 호텔객실영업론 전공책","19","1","27000","https://media.bunjang.co.kr/product/256037841_{cnt}_1709969121_w{res}.jpg","사놓고 펴보기만한 상품입니다
필기 없음
그냥깨끗

gs반값택배 또는 일반택배 거래합니다

배송비별도
배송비는 얼마나올지몰라서 일단 5000원받고
남은금액 돌려드립니다!","경제/경영","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759852","10/19,10/26체크인 1박 강릉 스카이베이 경포호텔 바다전망 숙박권","203","4","258000","https://media.bunjang.co.kr/product/272201854_{cnt}_1727563478_w{res}.jpg","- 이그제티브 트윈 바다전망 고층 
20층피트니스포함

- 싱글침대1, 더블침대1
(침대감안하셔서 인원생각하셔야 합니다.)​
(전망구분없이 올라오는 객실들은 바다못보는 전망입니다. 가격차가 큽니다.)

- 원하시면, 본인 성함으로 체크인되도록 등록해드립니다.
(제 이름으로 예약완료된 건을 양도해드리는 겁니다.)

- 문자보단 전화주시면, 예약내용 설명이 쉽겠네요

- 거래내역 확인으로, 안심되시는 분만 연락주세요

- 해당일 이그제티브 트윈 바다전망 최저가랑 금액 비교하시면 결정에 도움되실 듯 합니다.","여행/숙박/렌트","SELLING","동안구 호계2동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759858","평일숙박특가)드래곤시티 노보텔 용산 호텔 스위트룸 숙박권/와인 1병 제공","1499","52","260000","https://media.bunjang.co.kr/product/238714585_{cnt}_1725421591_w{res}.jpg","월~목만 가능합니다.

약 20평 거실분리 스위트룸 킹베트
수영장, 헬스장 무료이용가능
와인1병(750ml) 제공(아메리카노 2잔 변경가능)","여행/숙박/렌트","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-29 18:49:54.759871","드래곤시티 노보텔(머큐어) 용산 호텔 레스토랑&바 이용권.식사권*와인교환","553","8","390000","https://media.bunjang.co.kr/product/232994515_{cnt}_1727065018_w{res}.jpg","*쿨거래시 와인교환권 1매 증정*(또는 1만원 할인)
50만원 단위로 거래합니다.(5만원권 × 10장)
유효기간 25년 4월

킹스베케에션, 스파이&파티룸, 더리본, 운카이, FEI, 카바나시티, 메가바이트, 푸드익스체인지, 알라메종와인앤다인(델리), 인스타일 등
드래곤시티 내 모든 식음업장에서 이용 가능합니다.
주류, 식사, 코스 등 모든 레스토랑 결제에 이용가능합니다.

일괄거래로 저렴하게 올립니다. 네고불가입니다.

직거래 서울역 주변에서 가능합니다
쿨거래 하실분만 문자주세요","외식","SELLING","용산구 용산2가동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759878","롯데호텔 숙박권","330","7","280000","https://media.bunjang.co.kr/product/287038233_{cnt}_1727064802_w{res}.jpg","주말기준 약 50만원정도 입니다 점마다 달라요
롯데호텔 트레비클럽 숙박권 1매입니다.
사용기간은 2024년10월31일까지구요.
롯데호텔 서울점, 월드점, 울산점, 부산점, 제주점 사용가능하구요.
호텔 각 지점에 전화로 트레비 숙박권 예약 가능 일자 여부를 확인후 예약하셔야 합니다.
온라인으로 예약 불가하고 전화예약만 가능합니다.
호텔지점 및 성수기에 따라 추가금액 발생할 수 있고 추가금은 각 지점별로 문의하셔야합니다. 롯데호텔부산점의 경우 프리미어룸 가능하고,  야외수영장, 사우나, 헬스장  2인 이용가능합니다.
조식 및  레스토랑, 베이커리 이용시 구형트레비카드라 할인율이 좋습니다.
  10월4일~5일 추가금 15만원 발생하고 주말은 추가금액 없습니다~
바코드 문자 전송해드리고 카드는 우체국 등기 발송합니다. 부산전지역 직거래 가능합니다.","여행/숙박/렌트","SELLING","부산진구 부전제1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759884","코타키나발루 수영장호텔","46","5","130000","https://media.bunjang.co.kr/product/287850715_{cnt}_1726896176_w{res}.jpg","코타키 레전드 숙소인데 (선셋 맛집이고 수영장, 해변 레전드)조식 포함입니다 

현재 아고다 기준 31만원입니다 
즉입시 13에 팔게욥","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759890","충주역호텔 금일","8","0","40000","https://media.bunjang.co.kr/product/291467242_{cnt}_1727498441_w{res}.jpg","금일 오늘 1박 호텔입니다.
개인사전으로 못가게되어서요
가격제안받아요.","여행/숙박/렌트","SELLING","충주시 봉방동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759896","특급호텔 할인 예약","268","4","10000","https://media.bunjang.co.kr/product/257191683_{cnt}_1710797345_w{res}.jpg","특급호텔 할인 예약 대행합니다.

시그니엘
반얀트리
파르나스
나루 엠갤러리 
롯데호텔

등등 입니다

실적 등 취득 목적이라 딱히 남기는 건 없어요

때에 따라서 특가는 제 명의로 예약 후 카드키 건네는 방식일 수도 있습니다. 그런 경우에는 제가 직접 방문하는 방식이라 서울권 호텔만 가능할 수도 있습니다.


날짜, 요일, 인원, 호텔명 알려주시면 조회해서 회신해 드립니다.","여행/숙박/렌트","SELLING","강동구 명일제1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759902","트래블러스 노트 호텔 가죽 다이어리","68","4","178000","https://media.bunjang.co.kr/product/290882298_{cnt}_1727452212_w{res}.jpg","2022년 트래블러스 노트 호텔 한정 풀박스

미사용품이에요


수량 1 개","학습도구/문구/필기류","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759908","트립닷컴 호텔 7% 할인쿠폰","5","0","1000","https://media.bunjang.co.kr/product/291281478_{cnt}_1727391669_w{res}.jpg","팔아용!!!! 연락주숑","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759914","페어몬트 서울 호텔 조식 포함","78","1","390000","https://media.bunjang.co.kr/product/288938831_{cnt}_1727320868_w{res}.jpg","페어몬트 서울 호텔

페어몬트 룸 조식 2인 포함
일~금요일 39
토요일 55만원

시그니처 스위트 조식2인 포함
일~금요일 49
토요일 65만원","여행/숙박/렌트","RESERVED","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759919","여의도 불꽃축제 호텔양도(글래드 여의도)","433","7","430000","https://media.bunjang.co.kr/product/289202790_{cnt}_1727582079_w{res}.jpg","10/5-6 여의도 글래드호텔 스탠다드 2인 (조식불포)

#계좌이체 가격입니다

불꽃놀이 이후 편안하게 쉬었다 가시면 됩니다.

불꽃놀이 조망 모릅니다. (당일배정)

글래드호텔 투숙객에 한하여 당일 루프트에서 관람가능.","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759926","스위스 그랜드 호텔 서울(1박) 9/28~29","23","2","100000","https://media.bunjang.co.kr/product/291441329_{cnt}_1727494476_w{res}.jpg","오늘 체크인이구요,
선결제 해놨는데 개인 사정이 생겨서 서울을 못가게
되었습니다.
상호 : 스위스 그랜드 호텔 서울
주소 : 서대문구 연희로 353
디럭스 트윈룸
싱글배드 2개
투숙인원 : 성인2명
최대인원 : 성인2, 아동2명

20만원 넘게 주고 결제했는데, 당일
사용이라 저렴하게 놓습니다.","여행/숙박/렌트","RESERVED","유성구 구즉동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-28 18:49:54.759932","신라호텔 더 파크뷰 이용권 2매 판매","26","1","340000","https://media.bunjang.co.kr/product/291497510_{cnt}_1727577199_w{res}.jpg","신라호텔 더 파크뷰 이용권 2매 한번에 택포 34에 판매합니다. 

직거래는 평택에서만 가능합니다.

네고는 정중히 사양합니다.","외식","RESERVED","평택시 비전1동","","","","","","","","",""
