platform,original_link,post_time,title,view_count,like_count,price,images,description,category,status,seller_location,expiration_date,market_price,capacity,parking,options,check_in_out_time,shipping_fee,transaction_location,transaction_method
중고나라,https://www.중고나라.com/items/,2024-10-02 10:06:53.004784,더블트리 바이 힐튼 서울 판교 호텔 이번주 금토 10/4,조회 2,0시세조회,"289,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079493276/1727830489617_000_YGEHy_main.jpg,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
──────────

더블트리 바이 힐튼 서울 판교 호텔
5성급 호텔
이번주 금-토 10/4-10/5 1박2일입니다

킹 이그제큐티브룸
전용 라운지에서 체크인 가능(일반 체크인은 웨이팅 길어요)
올데이 라운지에서 커피, 다과 이용 가능
저녁 이브닝 칵테일 뷔페, 다음날 조식까지 모두 포함입니다

자세한건 네이버 검색해보시면 사람들 블로그 리뷰 많아요!

기준인원 2명
양도안되면 취소 예정임
쿨거래시 조금 네고가능/그 외 네고 불가
───────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 10:05:53.004784,"평창 휘닉스파크 콘도 10/1,2,3,4,5일 40평 양도합니다.",조회 0,0시세조회,"180,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079493180/1727830457628_000_JasPo_main.jpg,"평창 휘닉스파크 콘도 
10/ 1,2,3,4,5,6일중 40평 로얄룸 양도합니다.
가격은 4일,5일은 20만 그외18만원씩
2박이상시 2만원 네고가능
010-8004-888삼 문의요",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 10:05:53.004784,체스터톤스 속초 10월 3일4일원룸 스탠다드더블 2박3일,조회 1,0시세조회,"270,000원","https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079493140/1727830456263_000_iUOvg_main.jpg, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079493140/1727830456263_001_ENVfc.jpg, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079493140/1727830456263_002_CweE6.jpg","체스터톤스 속초 2박3일 예약권입니다
10월 3일4일이고
온수풀 온수수영장 포함되있습니다
지금 다 예약 마감돼서 예약불가예요
룸컨디션 좋더라구요",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 10:04:53.004784,불꽃축제 이비스 호텔 불꽃객실뷰 패키지양도,조회 0,0시세조회,"800,000원","https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492936/1727830374372_000_0MgMM_main.jpg, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492936/1727830374372_001_X9eJ0.jpg","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!



10월5일 토요일 1박2일 불꽃패키지 입니다
푸드익스체인지 TO GO 패키지 입니다
불꽃 뷰 객실 1박 + 투고 박스 & SDC PB 1병 (take-out)

예약금70 있습니다 취소 환불안되요
채팅주세요 자세하게 안내해드려요
공일공 팔육공일 공구일칠",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 10:01:53.004784,"[특가예약] 10/2,3,4,5일 델피노/변산/천안/청송/거제/단양",조회 0,0시세조회,"2,222원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492524/1727830222794_000_diSag_main.jpg,"● 셀러회원 인증 여행지기11 입니다..""믿고 예약하셔도 됩니다""
● 소노펠리체 이스트 30프로 할인권 주중,주말 1팀4인 7만 / 웨스트,델피노 30프로4인 1팀 3만                   ● 홍천 소노펠리체 테라스60평 단독형 리뉴얼 실외자쿠지객실 주중 25만(연박할인 ),금토항시가능 금액문의

예약 후 에는 취소나 날짜 변경이 안되오니 신중한 결정부탁드려요!!
객실입실정원/ 객실구조/ 부대시설운영여부는 따로 안내드리지 않으니 직접 확인해주세요
※모든요금은 1박당 요금 기준입니다 

▶ 위 닉네임 여행지기 11 (게시글보기) 클릭 하시면 더 많은 정보 보실수 있어요
기타지역 (쏠비치양양,삼척,진도/델피노/단양/천안/청송/변산/거제/여수
홍천소노펠리체/소노빌리지/소노테라스단독형60평특가/홍천비발디/롯데속초/롯데부여/리솜전지역)

● 010 9854 9325 전화나 문자가 빠릅니다






10/2일
소노문단양 (조식2인+워터파크2인+소인1인포함+레전드히어로3회) 패밀리스탠다드20만/스위트레이크25만
진도 쏠비치 패밀리 취사 19만 /스위트취사 22만
기타지역 문의


10/3일
쏠비치 진도 패밀리 스탠다드 베드 취사 19만/스위트파셜오션뷰 취사 26만/스위트스탠다드클린 23만
소노벨 청송 스위트 취사 스탠다드 19만/ 패밀리스탠다드 15만
소노벨 천안 웨스트B 스위트취사  18만
소노캄 여수 슈페리어더블  25만/ 디럭스트윈오션뷰 30만
소노캄 거제 패밀리오션 20만 / 스위트오션 23만
설해원


10/4일
롯데속초리조트 33타입 스위트취사 바다뷰
롯데 부여리조트 스위트취사 35만 / 패밀리 취사 33만
고성 소노펠리체 골드 파노라마 미취사  37만 /골드파노라마 취사 39만
홍천 소노빌리지  (조식2+워터파크2인+소인1인+액티비티3종) 실버32만 /골드그랜드36만
홍천 소노펠리체 (조식2+워터파크2인+소인1인+액티비티3종) 실버27만 / 골드 30만
홍천 소노펠리체 테라스 단독형 60평 리뉴얼  실외자쿠지 35만
홍천 소노벨 스탠다드 (조식2...",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 10:01:53.004784,10/3-4 속초 도미니클라바 쓰리룸 프리미어 스위트,조회 1,0시세조회,"350,000원","https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492523/1727830223081_000_0h20p_main.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492523/1727830223081_001_aBTGK.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492523/1727830223081_002_52Fy7.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492523/1727830223081_003_Ad9fO.jpg","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!

속초 도미니클라바 쓰리룸 프리미어 스위트 10/3-4 양도합니다!


황금 연휴 개인사정으로 양도합니다. 

6인 가능한 쓰리룸입니다.

어렵게 구했는데 구입가보다 저렴하게 드립니다. 

위치랑 룸 컨디션 확인하시고 연락주세요. 

가보진 않았지만 좋아보입니다. 

420,000원->400,000원->350,000원

* 환불, 반품 사절",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 10:00:53.004784,용산노보텔 드래곤시티 수페리어룸 10월3~4일 호캉스하세요,조회 0,0시세조회,"199,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492266/1727830137719_000_T6W6D_main.jpg,"수페리어  트윈 
성인2  아이2가능
수영헬스무료
주차1대무료
010 2352 5663",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:58:53.004784,10/3-5 구름품은캠핑장 14번데크(B3) 양도,조회 1,0시세조회,"120,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079492000/1727830042804_000_EaAJy_main.png,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!


영월 구름품은캠핑장 14번데크(뷰좋아요 명당자리) 
10/3-5 2박 양도 합니다",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:58:53.004784,코트야드 메리어트 판교 1박 판매합니다 10/3(목),조회 1,0시세조회,"150,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079491902/1727830019493_000_dWyCU_main.jpg,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!

판교 코트야드 바이 메리어트 1박 입니다
날짜는 10월 3일 목요일 입니다
기본 트윈룸 입니다.
체크인 3시 체크아웃 11시 룸 온리 입니다 (조식 미 포함)

연락 주세요~
네고 문의는 답장 안드려요",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:54:53.004784,개천절연휴 단양/청송/거제/경주/양평/하동/남원/오크밸리/용평,조회 0,0시세조회,"2,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079491349/1727829824290_000_dSxAP_main.jpg,"여행투어가이드입니다
010-5828-2341 (번호 한번더 확인하세요)

★원하는 날짜에 방이 없으면 문의주세요~~^^★
소노펠리체CC,비발디파크CC,델피노CC 부킹그린피30프로할인
★롯데리포트 부여,속초,제주아트빌라스 평일,주말 에약가능★
★ 한화리조트 주중 주말 원하는 객실 문의주세요~ ★
★대명리조트 전객실 문의주세요★
■■■■■■■■■■■■■■■■■■■■■■■■■

------------------------날짜별분류----------------------------------
[방별 금액은 최소 23만~100만입니다]


■■■워터파크할인■■■


■■■■롯데속초■■■■

33평 2룸 콘도 오션뷰 스위트
가능날짜 정리

9월 주중 / 주말 가능 (주말은 없는 날짜도 있습니다. 
10월 주중 / 주말 가능 (주말은 없는 날짜도 있습니다. )

45평 3룸 오션뷰 콘도
가능날짜 정리
9월 주중 / 주말 가능 (주말은 없는 날짜도 있습니다. 
10월 주중 / 주말 가능 (주말은 없는 날짜도 있습니다. )




●●●●●●●●●●●●●●●●●●●●●●●●●●●●●
★워터파크 할인가격★

천안오션어드벤처 종일권 27000원  조끼포함 30000원
(9월22일까지)

거제오션어드벤처 종일권 29000원
(10월6일까지)

삼척오션플레이 / 양양오션플레이 / 델피노 오션플레이 25000원
(10월6일까지)
-삼척과 양양은 현장 추가요금 3000원있음- 
■■■■■■■■■■■










9월18일19일
홍천 소노펠리체 테라스 단독형 60평 리뉴얼 실외자쿠지 
고성 소노펠리체 델피노 골드파노라마 취사형 1박당
고성 소노펠리체 델피노 스탠다드 (조식2인) 실버/골드/로얄
양양 쏠비치 호텔 트윈 슈페리어스탠다드 /슈페리어트윈오션뷰 
롯데속초리조트 45타입3룸 바다뷰 1박 


9월20일
롯데속초리조트 45타입3룸 바다뷰 
홍천 소노펠리체 테라스60평 리뉴얼 실외월풀 


9월21일
고성 소노펠리체 델피노 골드 미취사 파노라마 / 실버 파노라마 취사형 
홍천 소노...",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:52:53.004784,불꽃패키지 이비스스타일호텔 디너패키지 양도,조회 1,0시세조회,"1,000,000원","https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490966/1727829719406_000_MgEbG_main.jpg, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490966/1727829719406_001_rHcB9.jpg, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490966/1727829719406_002_nFJpD.jpg","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!


10월5~6일 1박2일 
여의도 불꽃축제뷰 확정
이비스 스타일 앰배서더 서울 용산 
수페리얼더블1박 + THE26 디너코스
SDC불꽃축제패키지 입니다
이번 패키지중 제일 인기있는 코스요리패키지입니다
THE26 레스토랑
프로포즈 또는 기념일로 좋은추억
만드실수있습니다^^

체크인은 4시이며 
현장에서 제가 체크인후 
남은금액 입금해주시면 방키 드립니다 
예약금70만원입니다
거래후 취소 환불 안됩니다.
자세한 내용은 채팅 주세요

공일공 팔육공일 공구일칠",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:51:53.004784,10월 11월 할인 대명리조트 쏠비치 삼척 진도 양양 롯데리조트 속초,조회 0,0시세조회,"2,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490791/1727829641879_000_i57zF_main.jpg,"쏠비치
-
-
010-2293-5113
문자주세요!
-
해당날짜에 객실이 있는지 확인후 문자주세요
밑으로 내리면 각 지역 해당 날짜와 금액이 써있습니다.
-
 
-
10/01(화)
----롯데리조트 속초----콘도 스위트 트윈-/정원4인(최대6인)-109㎡ 침실(트윈)+온돌+거실+욕실2 대포항 오션뷰----450,000
-
10/02(수)
-
10/03(목)
----롯데리조트 속초----콘도 스위트 트윈-/정원4인(최대6인)-109㎡ 침실(트윈)+온돌+거실+욕실2 대포항 오션뷰----500,000
 
-
10/04(금)
----롯데리조트 속초----콘도 스위트 트윈-/정원4인(최대6인)-109㎡ 침실(트윈)+온돌+거실+욕실2 대포항 오션뷰----500,000
-
10/05(토)
----롯데리조트 속초----콘도 스위트 더블-/정원4인(최대6인)-109㎡ 침실(더블)+온돌+거실+욕실2 대포항 오션뷰----500,000
 
-
10/12(토)
----롯데리조트 속초----콘도 스위트 트윈-/정원4인(최대6인)-109㎡ 침실(트윈)+온돌+거실+욕실2 대포항 오션뷰----500,000
-
----쏠비치 양양 호텔----슈페리어 스탠다드 더블 1박 25시간스테이-사우나2인-체크인12시 체크아웃13시----208,000
----쏠비치 양양 호텔----디럭스 스탠다드 더블 1박 25시간스테이-사우나2인-체크인12시 체크아웃13시----261,000
-
10/19(토)
----롯데리조트 속초----콘도 스위트 트윈-/정원4인(최대6인)-109㎡ 침실(트윈)+온돌+거실+욕실2 대포항 오션뷰----500,000
-
----쏠비치 양양 호텔----슈페리어 스탠다드 더블 1박 25시간스테이-사우나2인-체크인12시 체크아웃13시----208,000
----쏠비치 양양 호텔----디럭스 스탠다드 더블 1박 25시간스테이-사우나2인-체크인12시 체크아웃13시----261,000
-
-
-
10/26(토)
----쏠비치 양양 호텔----슈페리어 스탠다드 더블 1박 25시간스테이-사우나2인...",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:51:53.004784,10/5-6 창녕 우포늪 필앤필하우스 어른8명 아이4명,조회 0,0시세조회,"230,000원","https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490753/1727829630251_000_2b2WE_main.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490753/1727829630251_001_VHXRB.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490753/1727829630251_002_5ZC8v.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490753/1727829630251_003_HnBg7.png","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
어린이집 친구 가족들이랑 여행 계획했는데
사정이 생겨 못가게 되었어요
방4개 각각 화장실도 있고 내외부 바베큐 가능한 곳 있는 독채에요",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:51:53.004784,-10월5일 개천철 롯데리조트 무창포 비체팰리스 오크밸리 리솜리조트,조회 0,0시세조회,"2,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490743/1727829622103_000_DXYn6_main.jpg,"-켄싱턴리조트 오크밸리 롯데리조트
 
010-2293-5113
문자주세요!
-
해당날짜에 객실이 있는지 확인후 문자주세요
밑으로 내리면 각 지역 해당 날짜와 금액이 써있습니다.
 
-
-
 
-
10/03(목)
----용평 그린피아----38 마운틴뷰(침대+온돌)-방2, 거실1, 욕실2-투숙인원 6명----220,000
-
----오크밸리----밸리콘도 48평형(구 골프콘도)-기준7명 거실1 베드룸1 온돌룸2 욕실2----199,000
----오크밸리----밸리콘도 31평형 노블트윈-기준5명-거실1 베드룸1 온돌1 욕실2----143,000
-
----무창포 비체펠리스----36 스위트 S-Type(정원6명) 리뉴얼-방2, 거실1 욕실2-정원6명----240,000
-
-
10/04(금)
----용평 그린피아----38 마운틴뷰(침대+온돌)-방2, 거실1, 욕실2-투숙인원 6명----220,000
-
----무창포 비체펠리스----36 스위트 S-Type(정원6명) 리뉴얼-방2, 거실1 욕실2-정원6명----240,000
-
----오크밸리----밸리콘도 48평형(구 골프콘도)-기준7명 거실1 베드룸1 온돌룸2 욕실2----243,000
----오크밸리----밸리콘도 52평형(구 골프콘도)-기준7명 거실1 베드룸1 온돌룸2 욕실2----259,000
----오크밸리----밸리콘도 31평형 노블트윈-기준5명-거실1 베드룸1 온돌1 욕실2----202,000
-
----켄싱턴리조트 설악비치----스튜디오 마운틴뷰-52.89㎡ (16평형)투숙인원 3 (최대 대인5/소인0)-더블1 + 침구1----289,900
----켄싱턴리조트 경주----켄싱턴 주니어 스위트 마운틴뷰(클린룸)-리뉴얼 스테이-이상복 명과 제품 3종 중 택 1SET (경주빵/계피빵/녹차빵)경주 체리주-102㎡(31평형)-투숙인원 6 (최대 대인6/소인2)----309,900
-
-
10/05(토)
----용평 그린피아----38 마운틴뷰(침대+온돌)-방2, 거실1, 욕실2-투숙인원 6명----220,...",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:51:53.004784,-10월5일 12일 성수기 토요일 가격다운! 소노호텔&대명리조트,조회 0,0시세조회,"2,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490710/1727829612301_000_LZHtN_main.jpg,"v전체상품
-
-
010-2293-5113
문자주세요!
-
해당날짜에 객실이 있는지 확인후 문자주세요
밑으로 내리면 각 지역 해당 날짜와 금액이 써있습니다.
-
-
-

-
10/03(목)
----용평 그린피아----38 마운틴뷰(침대+온돌)-방2, 거실1, 욕실2-투숙인원 6명----220,000
-
----오크밸리----밸리콘도 48평형(구 골프콘도)-기준7명 거실1 베드룸1 온돌룸2 욕실2----199,000
----오크밸리----밸리콘도 31평형 노블트윈-기준5명-거실1 베드룸1 온돌1 욕실2----143,000
-
----무창포 비체펠리스----36 스위트 S-Type(정원6명) 리뉴얼-방2, 거실1 욕실2-정원6명----240,000
-
 
-
10/04(금)
----용평 그린피아----38 마운틴뷰(침대+온돌)-방2, 거실1, 욕실2-투숙인원 6명----220,000
-
----무창포 비체펠리스----36 스위트 S-Type(정원6명) 리뉴얼-방2, 거실1 욕실2-정원6명----240,000
-
----오크밸리----밸리콘도 48평형(구 골프콘도)-기준7명 거실1 베드룸1 온돌룸2 욕실2----243,000
----오크밸리----밸리콘도 52평형(구 골프콘도)-기준7명 거실1 베드룸1 온돌룸2 욕실2----259,000
----오크밸리----밸리콘도 31평형 노블트윈-기준5명-거실1 베드룸1 온돌1 욕실2----202,000
-
----켄싱턴리조트 설악비치----스튜디오 마운틴뷰-52.89㎡ (16평형)투숙인원 3 (최대 대인5/소인0)-더블1 + 침구1----289,900
----켄싱턴리조트 경주----켄싱턴 주니어 스위트 마운틴뷰(클린룸)-리뉴얼 스테이-이상복 명과 제품 3종 중 택 1SET (경주빵/계피빵/녹차빵)경주 체리주-102㎡(31평형)-투숙인원 6 (최대 대인6/소인2)----309,900
-
10/05(토)
----용평 그린피아----38 마운틴뷰(침대+온돌)-방2, 거실1, 욕실2-투숙인원 6명----220,000
-
----오크...",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:51:53.004784,-10월5일12일 성수기 토요일 제주 변산 여수 경주 양평 해운대,조회 0,0시세조회,"2,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490668/1727829614793_000_q73O1_main.jpg,"제주, 변산, 여수, 경주, 양평 고양
-
-
 
010-2293-5113
문자주세요!
-
해당날짜에 객실이 있는지 확인후 문자주세요
밑으로 내리면 각 지역 해당 날짜와 금액이 써있습니다.
-
-
-
10/05(토)
-
10/12(토)
----소노휴 양평----패밀리 스탠다드 침대/클린 1박 피자시그니처-피자1판----188,000
-
10/19(토)
----소노벨 변산 리조트----패밀리 스탠다드 침대/취사 1박 폴인소노- 사우나 2인 + 웰컴티 2잔----218,000
----소노벨 변산 리조트----패밀리 스탠다드 침대/클린 1박 폴인소노- 사우나 2인 + 웰컴티 2잔----218,000
-
----소노휴 양평----패밀리 가든뷰 침대/클린 1박 피자시그니처-피자1판----204,000
-
-
10/26(토)
----소노벨 변산 리조트----패밀리 스탠다드 침대/취사 1박----253,000
----소노벨 변산 리조트----패밀리 파셜오션뷰 침대/클린 1박----286,000
----소노벨 변산 리조트----패밀리 스탠다드 침대/클린 1박 폴인소노- 사우나 2인 + 웰컴티 2잔----218,000
-
-
11/02(토)
----소노휴 양평----패밀리 스탠다드 침대/클린 1박 피자시그니처-피자1판----188,000
-
11/09(토)
----소노휴 양평----스위트 스탠다드 온돌/취사 1박 피자시그니처-피자1판----218,000
-
----소노벨 변산 리조트----패밀리 스탠다드 침대/취사 1박 폴다운-조식 2인 + 사우나 2인----259,000
-
11/16(토)
----소노휴 양평----스위트 스탠다드 침대/취사 1박 피자시그니처-피자1판----218,000
-
----소노벨 변산 리조트----스위트 파셜오션뷰 침대/취사 1박 폴다운-조식 2인 + 사우나 2인----324,000
----소노벨 변산 리조트----스위트 파셜오션뷰 침대/클린 1박 폴다운-조식 2인 + 사우나 2인----324,000
-
11/23(토)
----소노휴 양평----스위...",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:49:53.004784,"연천 아미캠핑장 10월3,4,5 2박",조회 2,0시세조회,"120,000원",https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490381/1727829509474_000_rOqn4_main.jpg,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!

안녕하세요
경기도 연천 아미캠핑장 타프존3
10월3,4,5 목금토 2박 양도합니다
가격은 12 입니다.
010-8015-1270 으로 문자주세요.",,,,,,,,,,,,
중고나라,https://www.중고나라.com/items/,2024-10-02 09:49:53.004784,청도 10/4-5일 촌캉스 숙소,조회 0,0시세조회,"300,000원","https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490339/1727829497153_000_UYTzS_main.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490339/1727829497153_001_ybMTX.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490339/1727829497153_002_IvFs2.png, https://img2.joongna.com/cafe-article-data/live/2024/10/02/1079490339/1727829497153_003_7KL3h.png","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다. 
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다. 
─────────────────── 
📢 제목에 ""제조사/ 브랜드 명""과 ""티켓명(ex. 스타벅스 아메리카노 Tall) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!  
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
청도 루하우스 입니다.
촌캉스하기 좋은 계절이라 너무 아쉽네요🥹🥹
어른2 아이1 으로 예약한 금액입니다.",,,,,,,,,,,,
